Name	Raw_1	Raw_2	Derep_1	Derep_2	Bmtagger_1	Bmtagger_2	Trimmo_1	Trimmo_2	Trimmo_solo_1	Trimmo_solo_2
SRR2246437	4401989.0	4401989.0	4396181.0	4396181.0	4392431.0	4392431.0	3535101.0	3535101.0	245579.0	133225.0
SRR2237350	4994916.0	4994916.0	4989146.0	4989146.0	4987987.0	4987987.0	4062534.0	4062534.0	267007.0	152516.0
SRR2244202	4306918.0	4306918.0	4301858.0	4301858.0	4298279.0	4298279.0	3524471.0	3524471.0	212863.0	124772.0
SRR2236877	4997447.0	4997447.0	4992449.0	4992449.0	4991204.0	4991204.0	4047215.0	4047215.0	279460.0	153501.0
SRR2237463	4916824.0	4916824.0	4910408.0	4910408.0	4909294.0	4909294.0	3999024.0	3999024.0	268304.0	146316.0
SRR2237651	5055300.0	5055300.0	5048664.0	5048664.0	5047415.0	5047415.0	4029226.0	4029226.0	301984.0	161494.0
SRR2243797	9447079.0	9447079.0	9428694.0	9428694.0	9426484.0	9426484.0	7886904.0	7886904.0	478995.0	264023.0
SRR2227895	4785010.0	4785010.0	4778850.0	4778850.0	4778118.0	4778118.0	3954993.0	3954993.0	263055.0	145450.0
SRR2227889	4677815.0	4677815.0	4672561.0	4672561.0	4671826.0	4671826.0	3938401.0	3938401.0	228386.0	134646.0
SRR2227849	4610881.0	4610881.0	4604846.0	4604846.0	4604043.0	4604043.0	3883680.0	3883680.0	229936.0	129305.0
SRR2227985	4687585.0	4687585.0	4683223.0	4683223.0	4682446.0	4682446.0	3934785.0	3934785.0	237553.0	135178.0
SRR2227972	2587447.0	2587447.0	2584359.0	2584359.0	2521436.0	2521436.0	2054436.0	2054436.0	133831.0	77527.0
SRR2227839	2521049.0	2521049.0	2518896.0	2518896.0	2458189.0	2458189.0	2035231.0	2035231.0	120632.0	72190.0
SRR2227856	2500256.0	2500256.0	2497635.0	2497635.0	2437113.0	2437113.0	2023311.0	2023311.0	115370.0	71498.0
SRR2227863	2483714.0	2483714.0	2480761.0	2480761.0	2419851.0	2419851.0	2012810.0	2012810.0	115911.0	69319.0
SRR2227865	5262193.0	5262193.0	5252908.0	5252908.0	5244771.0	5244771.0	4246280.0	4246280.0	308098.0	156540.0
SRR2227892	5123004.0	5123004.0	5114018.0	5114018.0	5106144.0	5106144.0	4216665.0	4216665.0	273887.0	141341.0
SRR2227897	5207731.0	5207731.0	5200912.0	5200912.0	5192870.0	5192870.0	4272452.0	4272452.0	283681.0	147573.0
SRR2227881	5200053.0	5200053.0	5192039.0	5192039.0	5183994.0	5183994.0	4278055.0	4278055.0	273122.0	147642.0
SRR2247323	4265857.0	4265857.0	4260114.0	4260114.0	4233445.0	4233445.0	3543301.0	3543301.0	199869.0	132526.0
SRR2247073	5566266.0	5566266.0	5558876.0	5558876.0	5557751.0	5557751.0	4620409.0	4620409.0	259579.0	163456.0
SRR2249082	5733941.0	5733941.0	5725053.0	5725053.0	5723863.0	5723863.0	4674947.0	4674947.0	299778.0	177106.0
SRR2248005	5845811.0	5845811.0	5837077.0	5837077.0	5833364.0	5833364.0	4845507.0	4845507.0	286467.0	172886.0
SRR2247143	5943159.0	5943159.0	5935383.0	5935383.0	5931682.0	5931682.0	4924283.0	4924283.0	285670.0	180185.0
SRR2247123	5227007.0	5227007.0	5220685.0	5220685.0	5219615.0	5219615.0	4225231.0	4225231.0	274454.0	150787.0
SRR2248693	5247803.0	5247803.0	5242275.0	5242275.0	5241276.0	5241276.0	4234399.0	4234399.0	284793.0	152334.0
SRR2248213	726357.0	726357.0	725479.0	725479.0	609690.0	609690.0	443545.0	443545.0	33018.0	17297.0
SRR2248160	710029.0	710029.0	709382.0	709382.0	596715.0	596715.0	443661.0	443661.0	30050.0	16566.0
SRR2247287	4571809.0	4571809.0	4566415.0	4566415.0	4565019.0	4565019.0	3837615.0	3837615.0	237046.0	128770.0
SRR2248467	4864548.0	4864548.0	4858945.0	4858945.0	4858102.0	4858102.0	4039172.0	4039172.0	248265.0	142239.0
SRR2247088	4675023.0	4675023.0	4669430.0	4669430.0	4667943.0	4667943.0	3882638.0	3882638.0	230281.0	140263.0
SRR2247087	9468109.0	9468109.0	9452527.0	9452527.0	9450254.0	9450254.0	7882185.0	7882185.0	496538.0	265777.0
SRR2247080	9625801.0	9625801.0	9604858.0	9604858.0	9602480.0	9602480.0	7885145.0	7885145.0	543747.0	284961.0
SRR2247432	9305053.0	9305053.0	9285315.0	9285315.0	9282956.0	9282956.0	7771335.0	7771335.0	479864.0	255083.0
